"ISO3","Year","City","Longitude","Latitude","PM25","urban"
2,2019,"Lynchburg",-79.21501,37.33271,6.307407,0
2,2019,"Midland",-79.012,39.70595,5.573034,0
2,2019,"Fayetteville",-78.95311,35.04142,7.599276,1
2,2017,"Johnstown",-78.915,40.30972,11.77237,1
2,2019,"Durham",-78.90404,36.03296,7.676927,0
2,2019,"Harrisonburg",-78.81952,38.47753,7.061983,0
2,2019,"Buffalo",-78.80953,42.87691,7.031304,1
2,2019,"Buffalo",-78.77153,42.99328,6.099166,0
2,2019,"Cheektowaga",-78.76583,42.92111,7.053153,1
2,2019,"Raleigh",-78.57417,35.85611,8.872785,0
2,2019,"Charlottesville",-78.50397,38.07657,6.393103,0
2,2019,"Altoona",-78.37083,40.53528,9.358306,0
2,2019,"Clear Brook",-78.08157,39.28102,7.27835,0
2,2019,"Martinsburg",-77.96385,39.4481,8.833913,0
2,2019,"State College",-77.87703,40.81139,9.822099,0
2,2019,"Castle Hayne",-77.83861,34.36417,3.840129,0
2,2019,"Hagerstown",-77.72024,39.56418,6.950141,0
2,2019,"Glen Allen",-77.5664,37.67132,6.831624,0
2,2019,"Rochester",-77.55728,43.14501,6.528704,1
2,2019,"Rochester",-77.54817,43.14618,6.365667,1
2,2019,"Ashburn",-77.48925,39.02473,7.218333,0
2,2019,"Richmond",-77.46925,37.59088,8.145243,1
2,2016,"Richmond",-77.45118,37.43467,7.4048,0
2,2019,"Richmond",-77.40027,37.55652,6.831148,0
2,2018,"Biglerville",-77.30968,39.92002,7.213245,0
2,2019,"Charles City",-77.25925,37.34438,6.647414,0
2,2019,"Addison",-77.20978,42.09142,5.254481,0
2,2019,"Carlisle",-77.18675,40.24653,9.578654,0
2,2019,"Rockville",-77.10688,39.11431,6.081461,0
2,2019,"Franconia",-77.10468,38.77335,7.208659,0
2,2019,"Arlington",-77.05922,38.8577,7.735861,1
2,2019,"Washington",-77.01318,38.92185,7.869895,1
2,2019,"Washington",-76.95807,38.89557,8.267328,1
2,2017,"Canton",-76.93917,41.64472,10.10695,0
2,2019,"Calverton",-76.87833,39.05528,6.934143,0
2,2019,"Harrisburg",-76.84699,40.24699,8.416749,0
2,2019,"Laurel",-76.84611,39.14313,7.442135,0
2,2016,"UPPR MARLBORO",-76.74417,38.81194,6.7,0
2,2017,"York",-76.69944,39.96528,8.999413,0
2,2017,"Baltimore",-76.68538,39.34465,7.134711,1
2,2016,"Glen Burnie",-76.62793,39.16953,8.178689,0
2,2019,"Baltimore",-76.6046,39.29773,8.387778,1
2,2016,"Baltimore",-76.54686,39.28777,8.538655,1
2,2019,"Monroe",-76.51273,41.70523,7.332471,0
2,2019,"Essex",-76.47444,39.31083,8.271186,0
2,2019,"Hampton",-76.38702,37.10373,6.33005,0
2,2019,"Lebanon",-76.38345,40.33733,8.744029,0
2,2019,"Norfolk",-76.30135,36.85555,7.063025,1
2,2019,"Edgewood",-76.29695,39.41019,7.028045,0
2,2019,"Lancaster",-76.28333,40.04667,9.037719,0
2,2019,"Virginia Beach",-76.18123,36.84188,6.788696,0
2,2019,"Cambridge",-76.14101,38.58752,5.934181,0
2,2019,"Gordonville",-76.1124,40.04383,10.29941,0
2,2019,"East Syracuse",-76.05921,43.05235,5.839161,0
2,2019,"Reading",-75.9686,40.38335,8.611302,0
2,2019,"Millington",-75.79732,39.30502,5.950712,0
2,2019,"Avondale",-75.76824,39.83446,8.674998,0
2,2019,"Newark",-75.7613,39.69196,7.488119,0
2,2019,"Bear",-75.732,39.5513,7.803014,0
2,2017,"Scranton",-75.62306,41.44278,8.581548,0
2,2019,"Blades",-75.6106,38.6539,7.606575,0
2,2019,"Delaware City",-75.6036,39.57768,6.832055,0
2,2019,"Wilmington",-75.55806,39.73944,8.274048,1
2,2019,"Felton",-75.5568,38.98667,7.593388,0
2,2019,"Dover",-75.51806,39.155,6.246667,0
2,2019,"Wilmington",-75.49194,39.76111,6.955446,0
2,2019,"Allentown",-75.4325,40.61194,8.497947,0
2,2017,"UPPR CHICHSTR",-75.41397,39.81871,8.235673,1
2,2019,"Chester",-75.3725,39.83556,9.645502,1
2,2019,"Freemansburg",-75.34111,40.62806,8.194689,0
2,2017,"Swiftwater",-75.32328,41.08306,7.234925,0
2,2019,"PLYMOUTH MTNG",-75.30917,40.11222,7.551695,0
2,2016,"Greenwich Township",-75.28472,39.83081,7.448214,0
2,2019,"Philadelphia",-75.18692,39.92287,8.442814,1
2,2018,"Philadelphia",-75.09778,40.00889,8.002228,1
2,2019,"Philadelphia",-75.08083,39.99139,8.070741,1
2,2019,"Pennsauken Township",-75.05001,39.98904,6.746154,0
2,2019,"Millville",-75.0252,39.42227,7.798476,0
2,2019,"Darrington",-121.6031,48.2469,5.855056,1
2,2019,"Trenton",-74.76317,40.22241,7.609585,1
2,2019,"Chester",-74.6763,40.78763,5.553097,0
2,2019,"Galloway",-74.44874,39.46487,6.495285,0
2,2019,"Atlantic City",-74.431,39.36326,6.537391,1
2,2019,"East Brunswick",-74.42944,40.46218,7.329149,0
2,2019,"Rahway",-74.27617,40.60394,6.953453,0
2,2019,"Newark",-74.19289,40.72099,8.408746,1
2,2019,"Toms River",-74.17045,39.99491,6.25942,0
2,2019,"Paterson",-74.16809,40.91838,7.673451,1
2,2019,"New York",-74.13719,40.63307,7.566379,1
2,2019,"Union City",-74.03622,40.77091,7.866071,1
2,2019,"Newburgh",-74.00885,41.49916,5.826271,1
2,2019,"New York",-73.99518,40.71436,8.613223,1
2,2018,"New York",-73.984,40.73,10.38033,1
2,2019,"Fort Lee",-73.97331,40.85226,7.137288,1
2,2019,"New York",-73.94771,40.71961,7.592373,0
2,2019,"New York",-73.93432,40.7997,7.110006,1
2,2019,"New York",-73.902,40.816,7.953461,1
2,2019,"New York",-73.87809,40.8679,7.01157,1
2,2019,"Wilmington",-73.8589,44.39308,2.846,0
2,2019,"New York",-73.82153,40.73614,6.293738,1
2,2019,"Albany",-73.75733,42.68075,5.098305,0
2,2019,"Albany",-73.75464,42.64225,6.373281,1
2,2019,"Danbury",-73.44306,41.39917,7.017274,0
2,2019,"South Farmingdale",-73.41919,40.74529,6.408036,0
2,2019,"Litchfield",-73.29726,41.82134,4.399482,0
2,2017,"Pittsfield",-73.25509,42.45202,8.10118,1
2,2017,"Pittsfield",-73.25411,42.44801,5.821,0
2,2019,"Woodford",-73.24984,42.88759,5.627451,0
2,2016,"Burlington",-73.21444,44.48028,5.487739,1
2,2019,"Burlington",-73.2106,44.4762,6.629086,1
2,2019,"Bridgeport",-73.19472,41.17083,6.935663,1
2,2019,"Waterbury",-73.04361,41.55056,7.082862,1
2,2019,"Mendon",-72.98278,43.60806,6.77538,1
2,2019,"New Haven",-72.90287,41.3014,6.968208,1
2,2019,"Underhill",-72.86884,44.52839,3.936697,0
2,2019,"Hartford",-72.67992,41.77144,6.957393,1
2,2019,"East Hartford",-72.63167,41.78472,5.987857,0
2,2019,"Greenfield",-72.59669,42.60582,6.021722,0
2,2017,"Springfield",-72.5908,42.10899,6.529703,1
2,2019,"Chicopee",-72.55511,42.19438,4.917672,0
2,2019,"Ware",-72.33408,42.29849,5.512931,0
2,2019,"Lebanon",-72.3095,43.6296,4.866944,1
2,2019,"Roxbury",-72.27233,42.93052,5.49652,1
2,2016,"Sacramento",-121.4585,38.55633,6.930392,1
2,2019,"Groton",-72.07882,41.35362,5.766055,0
2,2019,"Peterborough",-71.87863,42.86183,3.173322,0
2,2016,"Worcester",-71.79837,42.2601,5.438983,1
2,2019,"Worcester",-71.79432,42.26396,6.663673,1
2,2019,"West Greenwich",-71.72,41.61524,3.936103,0
2,2019,"Laconia",-71.49634,43.56612,3.745091,0
2,2019,"Narragansett",-71.4237,41.49511,3.922701,0
2,2019,"Providence",-71.41746,41.8295,8.308523,1
2,2019,"Londonderry",-71.38014,42.86253,4.529515,0
2,2019,"Pawtucket",-71.37997,41.87467,6.041707,1
2,2019,"East Providence",-71.36097,41.84104,5.380566,0
2,2019,"Fall River",-71.16924,41.68571,6.70495,0
2,2016,"Lawrence",-71.16441,42.69821,5.242478,1
2,2019,"Haverhill",-71.10229,42.77084,5.100465,0
2,2019,"Boston",-71.09716,42.34887,5.702632,1
2,2019,"Boston",-71.0826,42.3295,6.618055,1
2,2019,"Boston",-71.05606,42.32519,6.587588,1
2,2017,"Boston",-71.0543,42.3631,7.716832,1
2,2019,"Brockton",-71.01213,42.06511,5.793417,0
2,2019,"Lynn",-70.97082,42.47464,6.547354,1
2,2019,"Portsmouth",-70.74802,43.07537,5.131997,1
2,2019,"Rumford",-70.54632,44.55142,4.593666,0
2,2019,"Portland",-70.26896,43.66025,6.557961,1
2,2019,"Portland",-70.25618,43.67799,6.581034,1
2,2019,"Lewiston",-70.21422,44.08941,5.120423,1
2,2018,"Chelsea",-69.78672,44.31232,5.129483,0
2,2019,"Madawaska",-68.32111,47.35533,5.678001,1
2,2019,"Bar Harbor",-68.2609,44.37705,3.312041,0
2,2019,"Lihue",-159.3662,21.9496,2.906471,0
2,2019,"Kapolei",-158.0886,21.32374,2.698094,0
2,2019,"Pearl City",-157.9691,21.39283,3.274095,1
2,2019,"Honolulu",-157.8712,21.30338,3.862155,1
2,2019,"Honolulu",-157.8554,21.30758,3.23477,1
2,2019,"Kahului",-156.4936,20.86963,3.413313,1
2,2019,"Kihei",-156.4464,20.781,4.15042,0
2,2016,"Paia",-156.3703,20.90203,4.411048,0
2,2019,"Kealakekua",-155.9134,19.50978,2.335191,0
2,2019,"Ocean View",-155.7781,19.11756,2.562197,0
2,2019,"Pahala",-155.4802,19.2039,2.662159,0
2,2019,"Hilo",-155.1105,19.71756,3.228702,0
2,2019,"Mountain View",-155.102,19.55544,1.642577,0
2,2019,"Palmer",-149.0317,61.53416,6.2825,0
2,2019,"Fairbanks",-147.7274,64.84569,9.469461,1
2,2018,"Fairbanks",-147.7225,64.84067,7.431538,1
2,2019,"Juneau",-134.5672,58.3885,6.821739,0
2,2017,"Eureka",-124.2014,40.71528,5.358907,0
2,2019,"Eureka",-124.1795,40.77678,6.78785,0
2,2019,"Willits",-123.3526,39.41174,5.294633,1
2,2019,"Grants Pass",-123.3485,42.43414,9.546667,0
2,2019,"Ukiah",-123.2065,39.15047,6.005014,0
2,2019,"Eugene",-123.1414,44.06722,7.953719,1
2,2019,"Eugene",-123.0837,44.02631,6.972557,1
2,2019,"Curtin",-123.0535,43.7995,7.338333,1
2,2016,"Lakeport",-122.9223,39.0327,2.985246,0
2,2019,"Lakeport",-122.9133,39.01893,3.141667,0
2,2019,"Medford",-122.8803,42.33155,8.743697,1
2,2017,"Medford",-122.8792,42.31411,16.19651,1
2,2019,"Freestone",-122.8183,38.40376,5.678134,1
2,2019,"Portland",-122.7479,45.3935,6.851667,0
2,2019,"Yreka",-122.6336,41.72689,5.822253,0
2,2018,"Bremerton",-122.6274,47.59267,4.641954,0
2,2019,"Anacortes",-122.6143,48.52059,5.50885,1
2,2019,"Portland",-122.6029,45.49664,6.486777,0
2,2019,"Vancouver",-122.5874,45.64336,7.096901,0
2,2019,"Oakridge",-122.4805,43.74435,9.198165,0
2,2019,"Tacoma",-122.4626,47.22634,6.530421,1
2,2019,"Bellingham",-122.4565,48.76004,4.547658,0
2,2017,"Bellingham",-122.4403,48.76278,5.288047,0
2,2019,"San Francisco",-122.399,37.76595,7.667409,1
2,2019,"Redding",-122.3809,40.55013,6.628302,0
2,2019,"HILLTOP MALL",-122.3568,37.9604,7.786325,1
2,2019,"Seattle",-122.3383,47.55975,8.294493,0
2,2019,"Seattle",-122.3197,47.59722,7.375978,1
2,2019,"Seattle",-122.3086,47.56824,5.581868,1
2,2019,"Berkeley",-122.3027,37.86477,9.388636,1
2,2017,"Napa",-122.2962,38.31094,13.72813,1
2,2019,"Oakland",-122.2823,37.81478,7.770028,1
2,2019,"Williams",-122.2818,39.02122,6.16,0
2,2019,"Napa",-122.275,38.27885,5.923099,0
2,2019,"Oakland",-122.2634,37.79362,7.390028,1
2,2019,"Red Bluff",-122.2556,40.17093,5.429462,0
2,2019,"Vallejo",-122.238,38.10251,8.714944,1
2,2019,"Kent",-122.2303,47.38611,5.435636,1
2,2019,"Redwood City",-122.2034,37.48293,6.986047,0
2,2019,"Marysville",-122.1715,48.05432,8.528291,0
2,2019,"Oakland",-122.1699,37.74307,6.758449,1
2,2019,"Felton",-122.0831,37.06315,4.711047,0
2,2019,"Concord",-122.0262,37.93601,6.500046,0
2,2019,"Colusa",-121.9989,39.18919,7.022951,0
2,2019,"Santa Cruz",-121.9882,36.98332,6.505949,0
2,2019,"Pleasanton",-121.903,37.70122,6.332102,0
2,2019,"San Jose",-121.8498,37.33814,7.410894,1
2,2019,"Livermore",-121.7842,37.68753,6.35,1
2,2019,"Carmel Valley",-121.7333,36.48187,3.668436,0
2,2019,"Woodland",-121.7327,38.66121,7.715094,0
2,2019,"Klamath Falls",-121.7314,42.1903,9.307976,0
2,2019,"Salinas",-121.6233,36.69426,4.906561,1
2,2019,"Yuba City",-121.6185,39.13877,8.450142,0
2,2019,"Gilroy",-121.5747,36.99957,5.821944,0
2,2019,"Sacramento",-121.5038,38.59332,8.385965,1
2,2019,"Sacramento",-121.4931,38.56844,7.652101,1
2,2019,"Arden-Arcade",-121.368,38.61378,7.320693,0
2,2019,"Hollister",-121.3621,36.84343,4.918258,0
2,2019,"Stockton",-121.2685,37.95074,9.217078,1
2,2019,"Roseville",-121.265,38.74643,6.406356,0
2,2019,"Elk Grove",-121.2111,38.49448,4.778771,0
2,2018,"Folsom",-121.1645,38.6833,10.01033,0
2,2019,"King City",-121.1264,36.20929,5.523611,1
2,2019,"Auburn",-121.0996,38.93568,7.162606,0
2,2019,"Grass Valley",-121.0556,39.23348,5.235975,0
2,2019,"Modesto",-120.9942,37.64216,8.109188,1
2,2019,"Spring Garden",-120.9444,39.93957,7.72719,1
2,2019,"Prineville",-120.8448,44.29979,7.631897,0
2,2019,"Turlock",-120.836,37.48832,10.60778,0
2,2019,"San Andreas",-120.6803,38.20185,5.460947,0
2,2019,"San Luis Obispo",-120.6693,35.25651,5.285131,1
2,2019,"Atascadero",-120.6662,35.49453,4.197214,0
2,2019,"Arroyo Grande",-120.5878,35.04673,6.077247,0
2,2019,"Arroyo Grande",-120.5639,35.02083,7.004432,0
2,2019,"Yakima",-120.4992,46.59806,9.117813,1
2,2019,"Merced",-120.4805,37.30832,9.553333,1
2,2019,"Portola",-120.4707,39.81336,11.58119,0
2,2019,"Santa Maria",-120.4356,34.94287,4.816156,1
2,2019,"Merced",-120.4337,37.28185,9.18078,0
2,2019,"Mendota",-120.3823,36.63423,5.718475,0
2,2019,"Lakeview",-120.354,42.18921,6.632231,0
2,2019,"Toppenish",-120.3327,46.38024,9.83354,1
2,2019,"Truckee",-120.1846,39.32783,5.324107,1
2,2019,"Reno",-119.8077,39.52508,3.842969,1
2,2019,"Fresno",-119.7732,36.78538,11.09203,1
2,2019,"Sparks",-119.7468,39.54092,6.034722,0
2,2019,"Reno",-119.7396,39.39984,4.341111,0
2,2019,"Gardnerville",-119.7325,38.89756,3.841011,0
2,2019,"Sparks",-119.7188,39.62143,5.154875,0
2,2019,"Clovis",-119.7164,36.81945,10.17731,1
2,2019,"Santa Barbara",-119.6912,34.42777,6.831065,1
2,2019,"Friant",-119.6583,36.98512,6.310894,0
2,2019,"Hanford",-119.6434,36.31567,12.17221,0
2,2019,"Corcoran",-119.5657,36.10224,12.17604,0
2,2019,"Omak",-119.519,48.39999,7.487179,0
2,2019,"Visalia",-119.2912,36.33218,12.89734,1
2,2019,"Ojai",-119.2313,34.44806,4.713573,0
2,2019,"Oxnard",-119.1432,34.25239,6.565407,0
2,2019,"Lee Vining",-119.1203,37.96207,3.193805,0
2,2019,"Bakersfield",-119.0626,35.35661,11.62837,1
2,2019,"Lawen",-119.0487,43.58925,8.369835,1
2,2019,"Bakersfield",-119.015,35.38557,12.31157,1
2,2019,"Bakersfield",-118.9976,35.32464,12.90348,0
2,2019,"Crowley Lake",-118.9665,37.64571,6.925857,1
2,2019,"Thousand Oaks",-118.8705,34.21017,7.255307,0
2,2019,"Fillmore",-118.81,34.40428,6.269452,0
2,2019,"Simi Valley",-118.6837,34.27632,7.541615,0
2,2019,"Los Angeles",-118.5328,34.19925,9.188983,0
2,2019,"Bishop",-118.3308,37.36068,4.377963,0
2,2019,"Los Angeles",-118.2269,34.06659,10.65659,1
2,2019,"Long Beach",-118.2007,33.85966,12.11963,0
2,2019,"Long Beach",-118.1892,33.82376,9.018239,0
2,2019,"Long Beach",-118.1753,33.79236,9.932892,0
2,2019,"Mojave",-118.1473,35.05055,6.52274,0
2,2019,"Lake Los Angeles",-118.1305,34.66974,6.133889,1
2,2019,"Pico Rivera",-118.0685,34.01029,10.39741,0
2,2019,"Anaheim",-117.9385,33.83062,9.23129,0
2,2019,"Irwindale",-117.9239,34.1365,9.694973,0
2,2019,"Keeler",-117.871,36.48782,4.769109,0
2,2019,"Ridgecrest",-117.7151,35.64294,4.102778,1
2,2019,"Mission Viejo",-117.6759,33.63003,7.13964,0
2,2019,"Ontario",-117.6172,34.03083,14.16396,0
2,2019,"Jurupa Valley",-117.4924,33.99636,12.33971,0
2,2019,"Fontana",-117.492,34.10002,11.47391,0
2,2019,"Jurupa Valley",-117.416,33.99958,10.95747,0
2,2019,"Spokane",-117.3649,47.67248,7.634,1
2,2019,"Victorville",-117.3255,34.51096,7.302332,0
2,2019,"San Bernardino",-117.2741,34.10668,10.98469,0
2,2016,"San Diego",-117.1497,32.70149,9.548325,1
2,2019,"San Diego",-117.124,32.84571,6.734166,0
2,2019,"Pala",-117.0902,33.36259,13.75297,0
2,2019,"Temecula",-117.0886,33.44787,4.779583,0
2,2019,"Chula Vista",-117.0591,32.63124,8.202586,0
2,2019,"El Cajon",-116.9443,32.78957,8.52209,0
2,2019,"Big Bear",-116.8615,34.26464,5.756522,0
2,2019,"Banning",-116.8301,33.94471,7.305028,0
2,2019,"Saint Maries",-116.5713,47.31658,10.11492,1
2,2019,"Nampa",-116.5627,43.58031,6.860185,1
2,2019,"Ellensburg",-120.545,46.99364,6.987819,1
2,2019,"Palm Springs",-116.541,33.85275,6.073109,0
2,2016,"Boulevard",-116.3652,32.72523,4.942857,0
2,2019,"Meridian",-116.3479,43.6007,5.292345,1
2,2019,"Pinehurst",-116.2367,47.53639,9.638841,1
2,2019,"Indio",-116.2154,33.70853,7.369492,0
2,2019,"Indio",-116.1897,33.71969,7.219667,0
2,2019,"Twentynine Palms",-115.8201,33.74724,5.182182,0
2,2019,"El Centro",-115.5631,32.79222,7.938793,1
2,2019,"Libby",-115.5533,48.39155,11.55063,1
2,2019,"Brawley",-115.5392,32.97833,8.370085,1
2,2019,"Calexico",-115.4831,32.67618,10.00997,0
2,2017,"ENTERPRISE",-115.3622,36.35779,4.051873,0
2,2019,"Sloan",-115.3571,35.78567,3.942898,0
2,2019,"Las Vegas",-115.2533,36.10639,5.421727,0
2,2019,"Las Vegas",-115.2383,36.27059,4.790476,1
2,2019,"Las Vegas",-115.1757,36.13971,7.017778,1
2,2017,"Las Vegas",-115.123,36.19125,8.557184,1
2,2019,"Las Vegas",-115.1139,36.16396,7.537617,1
2,2019,"Las Vegas",-115.0787,36.14187,7.186779,1
2,2019,"Las Vegas",-115.0529,36.0487,5.284722,0
2,2019,"YPG",-114.6144,32.69028,7.930685,1
2,2019,"Frenchtown",-114.2243,47.01291,8.424656,0
2,2019,"Columbia Falls",-114.1893,48.36369,6.589476,0
2,2019,"Pinesdale",-114.1589,46.24362,4.612672,1
2,2019,"Salmon",-113.8903,45.1819,8.207826,0
2,2019,"Cedar City",-113.0555,37.74743,4.331781,0
2,2019,"Butte",-112.5012,46.0026,5.953562,1
2,2017,"Pocatello",-112.4558,42.97825,7.781641,0
2,2019,"Lake Point",-112.3534,40.60053,5.374436,0
2,2019,"Glendale",-112.1919,33.57453,6.382521,0
2,2019,"Phoenix",-112.1426,33.48378,7.790417,0
2,2019,"Phoenix",-112.1182,33.4265,8.404735,1
2,2019,"Magna",-112.1113,40.71215,5.785742,0
2,2019,"Phoenix",-112.0958,33.50383,7.341453,1
2,2017,"Magna",-112.0947,40.70861,7.404224,0
2,2019,"Phoenix",-112.0753,33.40314,7.457925,1
2,2019,"Phoenix",-112.0662,33.56031,6.315193,0
2,2019,"Maricopa",-112.037,32.88476,11.05948,0
2,2018,"Perry",-112.0189,41.49271,7.73785,0
2,2019,"Lompoc",-120.4575,34.63782,4.619774,1
2,2019,"Helena",-112.0131,46.65876,7.136952,0
2,2019,"Helena",-111.9872,46.8505,2.794043,0
2,2019,"Tempe",-111.968,33.39623,6.875342,1
2,2019,"Tempe",-111.9347,33.41123,5.783242,1
2,2019,"Murray",-111.9012,40.66288,9.003562,1
2,2019,"Cottonwood Heights",-111.8942,40.59806,7.616713,0
2,2019,"West Bountiful",-111.8845,40.90297,5.623611,0
2,2019,"Salt Lake City",-111.8722,40.73639,6.453435,0
2,2019,"Mesa",-111.8654,33.41018,5.19449,0
2,2019,"Preston",-111.8642,42.08222,5.793948,0
2,2019,"Scottsdale",-111.8554,33.48813,5.589974,0
2,2017,"Franklin",-111.8092,42.01333,7.603189,0
2,2019,"Casa Grande",-111.7522,32.87758,6.427885,1
2,2019,"Lindon",-111.7136,40.34139,5.800831,0
2,2017,"Provo",-111.6631,40.25361,6.472484,1
2,2019,"Apache Junction",-111.5032,33.42119,4.235345,0
2,2019,"West Yellowstone",-111.0896,44.65701,0.915,0
2,2019,"Tucson",-111.0384,32.32266,3.800291,0
2,2019,"Nogales",-110.9367,31.3372,8.590926,1
2,2019,"Yellowstone National Park",-110.8308,44.37306,1.830063,0
2,2019,"South Park",-110.798,43.45776,3.628503,0
2,2019,"Ballard",-110.0097,40.29418,6.126027,0
2,2019,"Pinedale",-109.8708,42.86982,2.767066,0
2,2019,"Naples",-109.5615,40.46471,5.140822,1
2,2019,"Douglas",-109.5397,31.3492,5.072269,1
2,2019,"Lewistown",-109.4553,47.04854,3.732165,0
2,2019,"Nazlini",-109.438,35.8804,2.459322,0
2,2019,"Rock Springs",-109.2209,41.59254,4.472359,1
2,2019,"Cody",-109.0693,44.52457,2.869021,0
2,2019,"Cody",-109.0167,44.52612,2.714234,1
2,2019,"Rangely",-108.7614,40.08694,7.894648,0
2,2019,"Lander",-108.7363,42.84217,7.655556,0
2,2019,"Grand Junction",-108.5612,39.0638,4.965374,1
2,2017,"Billings",-108.5115,45.7804,7.797846,1
2,2019,"Madera",-120.0342,36.95326,9.272492,0
2,2019,"Billings",-108.426,45.80631,5.904346,0
2,2019,"BTLMT MESA",-108.0261,39.43806,3.461096,0
2,2019,"Malta",-107.8625,48.31751,4.006298,0
2,2019,"Paonia",-107.6023,38.8764,3.725145,0
2,2019,"Shoshoni",-107.5494,43.08167,2.811905,0
2,2019,"Sheridan",-106.9643,44.78275,4.142001,0
2,2019,"Sheridan",-106.9559,44.81514,5.760498,1
2,2019,"Las Cruces",-106.7683,32.32204,4.872626,1
2,2019,"Santa Teresa",-106.6833,31.78788,6.366667,0
2,2019,"Albuquerque",-106.6574,35.01708,7.218458,0
2,2019,"Los Ranchos de Albuquerque",-106.6138,35.19324,6.656198,0
2,2019,"Albuquerque",-106.6047,35.1443,6.873699,0
2,2019,"Anthony",-106.5997,32.00371,6.982479,0
2,2019,"Sunland Park",-106.5844,31.79622,7.56477,0
2,2019,"Albuquerque",-106.5082,35.1852,4.221823,0
2,2019,"El Paso",-106.5012,31.76829,6.442857,1
2,2019,"Birney",-106.4898,45.36615,4.223267,0
2,2019,"El Paso",-106.4552,31.76569,8.17999,1
2,2019,"Bar Nunn",-106.3251,42.85106,3.825439,1
2,2017,"Bar Nunn",-106.2777,42.8463,3.884677,0
2,2019,"Santa Fe",-106.0797,35.61975,2.874294,0
2,2017,"Fairplay",-105.9831,39.24028,3.390857,0
2,2019,"Isla Vista",-119.8284,34.44551,5.012465,0
2,2019,"Laramie",-105.5917,41.31159,3.710056,1
2,2019,"Taos",-105.5839,36.38336,4.951977,0
2,2018,"Gillette",-105.5398,44.50268,4.862281,0
2,2019,"Douglas",-105.3886,43.42542,2.244413,0
2,2019,"Broadus",-105.3703,45.44029,5.265413,0
2,2019,"Gillette",-105.3432,44.09707,1.990871,0
2,2019,"Boulder",-105.2634,40.0211,5.789167,0
2,2019,"Longmont",-105.1009,40.16458,7.300983,1
2,2019,"Fort Collins",-105.0797,40.57129,5.967123,1
2,2019,"ROXBOROUGH",-105.0704,39.53449,5.646282,0
2,2019,"Littleton",-105.0195,39.6044,6.016102,0
2,2019,"Denver",-105.0052,39.77949,7.337312,1
2,2019,"Denver",-104.9876,39.75118,7.536803,1
2,2019,"Denver",-104.9399,39.73858,7.52274,1
2,2019,"Commerce City",-104.9384,39.82835,9.032963,0
2,2019,"Colorado Springs",-104.8286,38.84801,4.975429,1
2,2019,"Platteville",-104.824,40.20939,7.297521,0
2,2019,"Cheyenne",-104.8182,41.13685,3.749569,1
2,2019,"Cheyenne",-104.7783,41.18223,3.087132,0
2,2019,"Greeley",-104.7069,40.41488,9.031956,0
2,2019,"Lambert",-104.6769,47.8679,4.475,0
2,2019,"Pueblo",-104.5976,38.2761,4.721053,1
2,2019,"Carpenter",-104.5228,41.08536,3.423565,0
2,2016,"Sidney",-104.4856,47.80339,5.299577,0
2,2019,"Carson City",-119.7661,39.1447,4.186679,1
2,2016,"Newcastle",-104.2043,43.84989,2.98,0
2,2019,"Scottsbluff",-103.6566,41.87685,4.835398,0
2,2019,"Williston",-103.6395,48.15278,4.027451,0
